Prefix Trie Stemming:
preference = e+preferenc
extremists = s+extremist
confusions = s+confusion
apprehensions = s+apprehension
fleas = s+flea
islands = s+island
developers = s+developer
sands = s+sand
objections = s+objection
commissions = s+commission
preamble = e+preambl
intent = t+inten
sovereignty = y+sovereignt
guarantees = s+guarantee
loopholes = s+loophole
rationalizations = s+rationalization
restoration = on+restorati
warships = s+warship
takeover = er+takeov
oas = s+oa
rivalry = y+rivalr
split = t+spli
secession = on+secessi
breach = h+breac
automation = on+automati
squabbling = ing+squabbl
conjecture = e+conjectur
feuds = s+feud
bastion = on+basti
successes = s+successe
growers = s+grower
rows = s+row
layers = s+layer
innovation = on+innovati
assistants = s+assistant
subordinates = s+subordinate
specialist = t+specialis
prognosticator = or+prognosticat
cake = e+cak
fedora = a+fedor
guess = s+gues
stride = e+strid
retail = l+retai
keel = el+ke
hurricane = e+hurrican
marauders = s+marauder
prince = e+princ
posture = e+postur
prognostication = on+prognosticati
convictions = s+conviction
pacemaker = er+pacemak
forecasters = s+forecaster
reluctance = e+reluctanc
shoreline = e+shorelin
spaces = s+space
herons = s+heron
battlefront = t+battlefron
shorelines = s+shoreline
preserves = s+preserve
recreation = on+recreati
cattle = e+cattl
egrets = s+egret
desirability = y+desirabilit
dunes = s+dune
sentiment = t+sentimen
applicants = s+applicant
corpsman = an+corpsm
joyride = e+joyrid
diet = t+die
nil = l+ni
findings = s+finding
countryside = e+countrysid
region = on+regi
stake = e+stak
jurisdiction = on+jurisdicti
zoning = ing+zon
sides = s+side
acceleration = on+accelerati
reformers = s+reformer
primaries = s+primarie
tiger = er+tig
badges = s+badge
shame = e+sham
sachems = s+sachem
expunging = ing+expung
sedition = on+sediti
cartoonists = s+cartoonist
banishment = t+banishmen
donkey = y+donke
elephant = t+elephan
stripes = s+stripe
interrogator = or+interrogat
refugees = s+refugee
haven = en+hav
prerogatives = s+prerogative
immigration = on+immigrati
salvage = e+salvag
strife = e+strif
sniping = ing+snip
postcard = ard+postc
ridicule = e+ridicul
dollarette = e+dollarett
accountability = y+accountabilit
discourses = s+discourse
vein = in+ve
statesmanship = p+statesmanshi
shipbuilding = ing+shipbuild
$50,400,000 = 0+$50,400,00
$84,000,000 = 0+$84,000,00
fares = s+fare
consideration = on+considerati
cruises = s+cruise
dominance = e+dominanc
mobilization = on+mobilizati
guerrillas = s+guerrilla
rice = e+ric
harvest = t+harves
floods = s+flood
monsoon = on+monso
sending = ing+send
divisions = s+division
$1,450,000,000 = 0+$1,450,000,00
morass = s+moras
controversies = s+controversie
axes = s+axe
integrity = y+integrit
instructions = s+instruction
servant = t+servan
importance = e+importanc
beings = s+being
captive = e+captiv
inaction = on+inacti
partnership = p+partnershi
respects = s+respect
franchises = s+franchise
leases = s+lease
trusteeship = p+trusteeshi
overriding = ing+overrid
concurrence = e+concurrenc
watchdog = g+watchdo
spite = e+spit
housekeeping = ing+housekeep
sewers = s+sewer
cleaning = ing+clean
document = t+documen
promises = s+promise
safeguard = ard+safegu
borough = h+boroug
pocketbook = k+pocketboo
injustices = s+injustice
enlargement = t+enlargemen
reflection = on+reflecti
publishers = s+publisher
editors = s+editor
downfall = l+downfal
imbalances = s+imbalance
freedoms = s+freedom
winds = s+wind
admiration = on+admirati
rage = e+rag
clues = s+clue
contradiction = on+contradicti
humanity = y+humanit
speculation = on+speculati
groundwork = k+groundwor
purge = e+purg
assurance = e+assuranc
screening = ing+screen
reformer = er+reform
transfer = er+transf
villains = s+villain
implications = s+implication
gratitude = e+gratitud
junk = k+jun
stamps = s+stamp
accordance = e+accordanc
newsletters = s+newsletter
postmen = men+post
loads = s+load
cannery = y+canner
calf = f+cal
seeds = s+seed
vegetables = s+vegetable
broth = th+bro
hash = h+has
cans = s+can
rivers = s+river
possum = m+possu
$3,000 = 0+$3,00
booster = er+boost
produce = e+produc
dairy = y+dair
beans = s+bean
tomatoes = s+tomatoe
employe = e+employ
forgiveness = s+forgivenes
poise = e+pois
grudge = e+grudg
pastor = or+past
altar = ar+alt
envy = y+env
jealousy = y+jealous
grudges = s+grudge
trespasses = s+trespasse
prayer = er+pray
disciples = s+disciple
debts = s+debt
love = e+lov
commotion = on+commoti
equivalent = t+equivalen
squeals = s+squeal
honesty = y+honest
certainty = y+certaint
signposts = s+signpost
wonders = s+wonder
desert = t+deser
honey = y+hone
periods = s+period
heaven = en+heav
jokes = s+joke
cartoons = s+cartoon
cynics = s+cynic
rector = or+rect
clergy = y+clerg
pulpit = t+pulpi
searching = ing+search
parishioners = s+parishioner
self = f+sel
believers = s+believer
riches = s+riche
infinite = e+infinit
due = e+du
congregations = s+congregation
conceptions = s+conception
satisfactions = s+satisfaction
saintliness = s+saintlines
bucks = s+buck
stress = s+stres
heir = r+hei
saints = s+saint
sinners = s+sinner
being = ing+be
sadness = s+sadnes
porch = h+porc
auction = on+aucti
cloth = th+clo
hammock = k+hammoc
hooks = s+hook
breeze = e+breez
drift = t+drif
voices = s+voice
tangle = e+tangl
sound = d+soun
jay = y+ja
feather = er+feath
lake = e+lak
blue = e+blu
shaft = t+shaf
sunshield = d+sunshiel
sunshine = e+sunshin
asters = s+aster
turtle = e+turtl
relic = c+reli
singleness = s+singlenes
hazard = ard+haz
suddenness = s+suddennes
phenomenon = on+phenomen
darkness = s+darknes
midday = y+midda
butterflies = s+butterflie
auctioneer = er+auctione
bidders = s+bidder
cocoon = on+coco
quiet = t+quie
cat = t+ca
chirping = ing+chirp
tree = e+tre
crickets = s+cricket
hum = m+hu
robin = in+rob
inevitability = y+inevitabilit
examples = s+example
grades = s+grade
rebuff = f+rebuf
impatience = e+impatienc
counters = s+counter
establishments = s+establishment
bars = s+bar
bombings = s+bombing
neighborhoods = s+neighborhood
depots = s+depot
outbreak = k+outbrea
accommodation = on+accommodati
objects = s+object
freeways = s+freeway
freeway = y+freewa
jam = m+ja
lane = e+lan
lanes = s+lane
natives = s+native
acquiesence = e+acquiesenc
manhood = d+manhoo
pedal = al+ped
fist = t+fis
negative = e+negativ
courtesy = y+courtes
injustice = e+injustic
thinker = er+think
hell = l+hel
grabs = s+grab
angle = e+angl
hunch = h+hunc
notch = h+notc
thumb = b+thum
catching = ing+catch
cage = e+cag
platoons = s+platoon
fault = t+faul
autism = ism+aut
defect = t+defec
deviation = on+deviati
experiences = s+experience
layman = an+laym
fingers = s+finger
psychiatrist = t+psychiatris
rituals = s+ritual
ingenuity = y+ingenuit
diagnosis = s+diagnosi
nursery = y+nurser
reality = y+realit
parenthood = d+parenthoo
wagon = on+wag
traits = s+trait
crayons = s+crayon
circles = s+circle
embroidery = y+embroider
rug = g+ru
versions = s+version
crewel = el+crew
stems = s+stem
patterns = s+pattern
upholstery = y+upholster
covers = s+cover
salad = d+sala
pineapple = e+pineappl
fabric = c+fabri
limitation = on+limitati
conception = on+concepti
handicrafts = s+handicraft
wraps = s+wrap
clubrooms = s+clubroom
backyards = s+backyard
dissensions = s+dissension
officeholders = s+officeholder
cdc's = s+cdc'
cdc = c+cd
politico = o+politic
pyramid = d+pyrami
component = t+componen
volunteer = er+volunte
consequence = e+consequenc
hierarchy = y+hierarch
reapportionment = t+reapportionmen
favorites = s+favorite
hopefuls = s+hopeful
incumbents = s+incumbent
foe = e+fo
aspirants = s+aspirant
strategists = s+strategist
committeemen = men+committee
tongue = e+tongu
deluge = e+delug
shapes = s+shape
sizes = s+size
motives = s+motive
crimes = s+crime
elsewhere = e+elsewher
excerpts = s+excerpt
mouthpieces = s+mouthpiece
consistency = y+consistenc
treaty = y+treat
capitalism = ism+capital
hysteria = a+hysteri
tass = s+tas
munitions = s+munition
quotations = s+quotation
testing = ing+test
exercises = s+exercise
predecessors = s+predecessor
imperialist = t+imperialis
armaments = s+armament
revival = al+reviv
listeners = s+listener
fanning = ing+fann
apogee = e+apoge
chestnuts = s+chestnut
clique = e+cliqu
currents = s+current
rockets = s+rocket
sabre = e+sabr
suspensions = s+suspension
publication = on+publicati
columns = s+column
poetry = y+poetr
essays = s+essay
weeklies = s+weeklie
fortunes = s+fortune
weekly = y+weekl
miscellany = y+miscellan
subscribers = s+subscriber
baron = on+bar
tooth = th+too
remembering = ing+remember
bevy = y+bev
staircases = s+staircase
seafood = d+seafoo
grandmothers = s+grandmother
ceiling = ing+ceil
glitter = er+glitt
glasses = s+glasse
prisoner = er+prison
hoosegows = s+hoosegow
telling = ing+tell
inmates = s+inmate
convicts = s+convict
confinement = t+confinemen
rubber = er+rubb
locks = s+lock
arbitration = on+arbitrati
lifer = er+lif
escapees = s+escapee
broadening = ing+broaden
hoosegow = ow+hooseg
recognition = on+recogniti
occupant = t+occupan
lock = k+loc
doorknob = b+doorkno
loyalties = s+loyaltie
$2,300,000 = 0+$2,300,00
bust = t+bus
$750,000 = 0+$750,00
$590,000 = 0+$590,00
apologies = s+apologie
nostalgia = a+nostalgi
woodwork = k+woodwor
craftsmanship = p+craftsmanshi
carpets = s+carpet
plumbing = ing+plumb
cow = ow+c
deluxer = er+delux
grandson = on+grands
signing = ing+sign
congressman = an+congressm
archives = s+archive
breakfasts = s+breakfast
messages = s+message
congratulations = s+congratulation
youngster = er+youngst
academy = y+academ
cohesion = on+cohesi
autograph = h+autograp
publishing = ing+publish
translation = on+translati
translations = s+translation
inaccuracies = s+inaccuracie
manuscripts = s+manuscript
chairmanship = p+chairmanshi
depth = th+dep
repetition = on+repetiti
readings = s+reading
perusal = al+perus
clarity = y+clarit
phrases = s+phrase
verses = s+verse
baptism = ism+bapt
righteousness = s+righteousnes
heavens = s+heaven
dove = e+dov
teachings = s+teaching
paragraphing = ing+paragraph
spelling = ing+spell
punctuation = on+punctuati
blessings = s+blessing
blessing = ing+bless
cadence = e+cadenc
novice = e+novic
angel = el+ang
bishop = p+bisho
comprehension = on+comprehensi
discoveries = s+discoverie
writings = s+writing
restudy = y+restud
rapidity = y+rapidit
pavements = s+pavement
leathers = s+leather
styles = s+style
perforations = s+perforation
weightlessness = s+weightlessnes
softness = s+softnes
textures = s+texture
gamut = t+gamu
toe = e+to
wine = e+win
pumps = s+pump
pastel = el+past
hues = s+hue
throats = s+throat
straws = s+straw
basket = t+baske
weaves = s+weave
lustre = e+lustr
cork = k+cor
sandals = s+sandal
foam = m+foa
cushioning = ing+cushion
citrus = s+citru
lemon = on+lem
pastels = s+pastel
trim = m+tri
crush = h+crus
taffy = y+taff
straw = aw+str
weave = e+weav
luster = er+lust
collar = ar+coll
bow = ow+b
highlight = t+highligh
throat = t+throa
flats = s+flat
toothbrush = h+toothbrus
razor = or+raz
bathroom = m+bathroo
brush = h+brus
surface = e+surfac
seal = al+se
brake = e+brak
buttons = s+button
brushes = s+brushe
dentists = s+dentist
crevices = s+crevice
anteriors = s+anterior
bristles = s+bristle
gums = s+gum
enamel = el+enam
brushing = ing+brush
gadget = t+gadge
disease = e+diseas
disorders = s+disorder
palsy = y+pals
dystrophy = y+dystroph
paste = e+past
apparatus = s+apparatu
experimentation = on+experimentati
numbness = s+numbnes
tumor = or+tum
symptom = m+sympto
tendons = s+tendon
bones = s+bone
baths = s+bath
pores = s+pore
sweat = t+swea
glands = s+gland
shower = er+show
possibilities = s+possibilitie
manifestation = on+manifestati
sclerosis = s+sclerosi
cramp = p+cram
brace = e+brac
sciatica = a+sciatic
cholesterol = l+cholestero
thyroid = d+thyroi
gland = d+glan
gap = p+ga
bookshelf = f+bookshel
recording = ing+record
discs = s+disc
stereo = o+stere
phonetics = s+phonetic
histrionics = s+histrionic
turntable = e+turntabl
sages = s+sage
statesman = an+statesm
sculptor = or+sculpt
playwright = t+playwrigh
fillip = p+filli
albums = s+album
presentations = s+presentation
recordings = s+recording
vocabularies = s+vocabularie
buffs = s+buff
bonus = s+bonu
releases = s+release
guides = s+guide
upsets = s+upset
fifties = s+fiftie
quiz = z+qui
inferiority = y+inferiorit
complexes = s+complexe
brains = s+brain
frauds = s+fraud
ego = o+eg
$2,000,000 = 0+$2,000,00
magician = an+magici
seller = er+sell
suckers = s+sucker
marksmanship = p+marksmanshi
promoter = er+promot
explanations = s+explanation
ballast = t+ballas
helper = er+help
misbehavior = or+misbehavi
desires = s+desire
reassurance = e+reassuranc
temptations = s+temptation
reach = h+reac
nos = s+no
substitutes = s+substitute
magazines = s+magazine
refrigerator = or+refrigerat
playmate = e+playmat
grad = d+gra
scenes = s+scene
opponent = t+opponen
homecoming = ing+homecom
lions = s+lion
uncertainties = s+uncertaintie
lion = on+li
precaution = on+precauti
homecomings = s+homecoming
coed = d+coe
ache = e+ach
perfume = e+perfum
laughter = er+laught
aroma = a+arom
leaves = s+leave
woodsmoke = e+woodsmok
undergraduates = s+undergraduate
glances = s+glance
goat = t+goa
dream = m+drea
bridgework = k+bridgewor
bifocals = s+bifocal
bitterness = s+bitternes
persimmons = s+persimmon
wit = t+wi
hairs = s+hair
eyeglasses = s+eyeglasse
churning = ing+churn
rasp = p+ras
pants = s+pant
smell = l+smel
sleeves = s+sleeve
breath = th+brea
tackles = s+tackle
breakthrough = h+breakthroug
agony = y+agon
populations = s+population
towns = s+town
misery = y+miser
distortion = on+distorti
barrier = er+barri
distress = s+distres
carts = s+cart
smokers = s+smoker
makings = s+making
sack = k+sac
tobacco = o+tobacc
troup = p+trou
allegiances = s+allegiance
campaigning = ing+campaign
bravado = o+bravad
thief = f+thie
adage = e+adag
spenders = s+spender
oaths = s+oath
glance = e+glanc
debating = ing+debat
thought = t+though
visions = s+vision
spectre = e+spectr
ooze = e+ooz
mudslinging = ing+mudsling
recess = s+reces
canoe = e+cano
endorsement = t+endorsemen
classification = on+classificati
petitioner = er+petition
locations = s+location
influx = x+influ
migrants = s+migrant
exemptions = s+exemption
fallacy = y+fallac
savior = or+savi
alarm = m+alar
additions = s+addition
foresight = t+foresigh
editorials = s+editorial
metropolitanization = on+metropolitanizati
inception = on+incepti
transmission = on+transmissi
facility = y+facilit
feelers = s+feeler
